conditionCode,conditionName,applicable_gender,pediatric_assessment,presentingComplaint1,presentingComplaint2,presentingComplaint3,presentingComplaint4,presentingComplaint5,presentingComplaint6,presentingPart1,presentingPart2,presentingPart3,presentingPart4,presentingPart5,presentingPart6,assessmentQuery1,assessmentQuery2,assessmentQuery3,assessmentQuery4,assessmentQuery5,assessmentQuery6,assessmentQuery7,assessmentQuery8,source,auxilliaryQuery1,auxilliaryQuery2,auxilliaryQuery3,prevalence_DecisionWeight
C64,Leukemia,All,FALSE,Fever,Chills ,Chills ,Persistent weakness ,Unintentional weight loss ,Bone pain,Bone,Whole body,,,,,Do you have swollen lymph nodes?,Do you have an enlarged liver or spleen?,Are you experiencing easy bleeding or bruising?,Have you had recurrent nosebleeds?,Do you notice tiny red spots on your skin (petechiae)?,"Are you experiencing excessive sweating, especially at night?",Do you feel tenderness in any area of your body?,,https://bestpractice.bmj.com/topics/en-gb/273,Do you have a high white blood cell count (leukocytosis)?, Do you have low neutrophils (neutropenia)? ,Do you have low platelets?,
C65,Chronic pain syndrome,All,FALSE,Pain ,Fatigue,Sleep disturbance,,,,Muscles,Whole body,Bones,Joints,"Legs,Arms","Back, neck",Is the pain there for past 3 months or more?,Does the pain interfere with sleep?,Is the pain widespread?,,,,,,https://bestpractice.bmj.com/topics/en-gb/694?q=Chronic%20pain%20syndromes&c=suggested,Is the pain interfering daily activities?,Do you experience increased sensitivity to pain even to mi;d stimuli?,,10%
C66,Chronic pancreatitis,All,FALSE,Abdominal Pain,Nausea and Vomiting,,,,,Abdomen,,,,,,"Do you experience persistent or recurrent abdominal pain, often in the upper left or middle abdomen?","Does the pain worsen after eating, especially fatty foods?","Do you have frequent, loose stools?",Do yoy experience nausea after eating?,,,,,https://bestpractice.bmj.com/topics/en-gb/67?q=Chronic%20pancreatitis&c=suggested,Do you have a hstory of alcohol consumption?,Have you been diagnosed with gall stones?,Have you experienced recent abdominal trauma?,1-2%
C67,Chronic pyelonephritis,All,FALSE,Weight loss,Flank pain ,Nausea,Vomiting ,Headache, Fatigue ,Kidney,,,,,,Is your urine cloudy in color?,Have you been experiencing pain in the flank area for more than 6 weeks?,Are you experiencing any unexplained weight loss?,Is your blood pressure elevated?,Do you have a history of kidney stones?,Do you have diabetes mellitus? ,Do you have any past history of bladder infection?,,https://bestpractice.bmj.com/topics/en-gb/552,Have your creatinine levels increased?,Do you have any past history of surgery on the bladder as an infant?,,1%
C68,Chronic venous insufficiency,All,FALSE,"swelling in ankles, foot, lower leg, leg",dilated vein on leg,"dry,scaly skin of leg","Reddish-brown discoloration of ankle, leg",ulcer on leg,"white, shiny skin of leg",leg,ankle,foot,lower leg,,,"Do you have any of the following risk factors: increasing age, a family history of venous disease, a job that requires standing for long periods, smoking?","Do you have a history of deep vein thrombosis (DVT), or having had multiple pregnancies?","Have you noticed a fan-shaped pattern of small veins around your ankle or foot, often referred to as ankle flare or corona phlebectatica?","Do you experience fatigue, aching, or discomfort in your legs that starts or worsens towards the end of the day, especially after prolonged standing, and improves when you elevate your legs?","Have you noticed small, dilated blood vessels on your skin or slightly larger, non-palpable veins under the skin?",Have you observed any reddish-brown discoloration on your ankle or lower leg?,have you noticed any hardening or thickening of the skin in the area above your ankle (lipodermatosclerosis)?,"Have you noticed any small, round areas of white, shiny skin on your legs that are surrounded by tiny dilated blood vessels or areas of darker skin?",https://bestpractice.bmj.com/topics/en-gb/507/history-exam#keyFactors,"Have you developed any ulcers on your lower legs, particularly around the ankle area? If so, are these ulcers currently active or have they healed?","Have you been diagnosed with or experienced any symptoms that might suggest chronic venous insufficiency, such as persistent leg swelling, changes in skin color, or the development of venous ulcers?",,
C69,Cirrhosis,All,FALSE,yellow discoloration of eyes,yellow discoloration of skin,Itching,blood in vomit,white nails,distended abdomen,abdomen,skin,eyes,,,,"Do you have a history of alcohol misuse, intravenous drug use, unprotected intercourse, obesity, or have you ever received a blood transfusion?","Have you noticed any abdominal swelling, yellowing of the skin or eyes, or experienced itchy skin?","Have you noticed any changes in your hands or nails such as white spots, redness in the palms, spider-like blood vessels, bruising, or any changes in your fingertips?","have you observed any red spots, spider-like vessels, swelling, or yellowish plaques on your face or eyelids?","Have you experienced any prominent veins around your belly button, an enlarged liver or spleen, abdominal swelling, or a reduction in body hair?","Have you been feeling unusually tired, weak, or noticed unexplained weight loss?","Have you noticed any swelling in your legs or feet, possibly due to fluid retention or other liver-related issues?","Have you or others noticed a sweet, unusual odor to your breath?",https://bestpractice.bmj.com/topics/en-gb/278,Have you also experienced any significant muscle loss or weakness?,Have you observed any specific changes such as thickening or tightening of the skin in your hands (Dupuytren contracture)?," Have you noticed any unusual facial features like a bulbous nose, flaky skin, or a red tongue?",
C70,Cluster headache,All,FALSE,Headache,,,,,,Head,Eyes,,,,,"Is the pain excruciating, feels like the worst headache you've ever experienced?",Do the attacks typically last between 15 minutes and 3 hours?,Do the attacks tend to occur during a particular season of the year,"Do the attacks typically occur at the same time of day, often during sleep?",,,,,https://bestpractice.bmj.com/topics/en-gb/11?q=Cluster%20headache&c=suggested,Is there a family history of cluster headache or migraine?,,,0.10%
C71,Coccygodynia,All,FALSE,Lower back pain,,,,,,Lower back ,Hip,Tail bone,,,,Do you experience pain in the area of your tailbone?,"Does the pain worsen when you sit, stand up, or have a bowel movement?",Does the pain increase when you press on the tailbone area?,,,,,,https://bestpractice.bmj.com/topics/en-gb/1067?q=Coccygodynia&c=suggested,"Have you experienced any recent trauma to the tailbone area, such as a fall or a direct blow?",,,1-8%
C72,Coeliac disease,All,FALSE,Diarrhea,Weight loss,Fatigue,,,,Abdomen,,,,,,Do you experience persistent diarrhea or constipation?,"Does your condition improve when you avoid gluten-containing foods (wheat, barley, and rye)?","Have you been diagnosed with other autoimmune diseases, such as type 1 diabetes or thyroid disease?","Do you have skin rashes, such as eczema or hives?",Have you recently experienced a significant change in your diet or lifestyle?,,,,https://bestpractice.bmj.com/topics/en-gb/636,Have you been diagnosed with irritable bowel syndrome (IBS)?,,,1%
C73,Colorectal cancer,All,FALSE,Blood in stool,Diarrhoea ,Constipation,,,,Abdomen,Anus,,,,,"Do you have a change in bowel habits, such as persistent diarrhea, constipation, or a feeling of incomplete bowel movements?","Do you have blood in your stool, even if it's only a small amount?",Have you lost weight unintentionally?,"Have you been diagnosed with inflammatory bowel disease (IBD) such as Crohn's disease, ulcerative colitis or polyps?",,,,,https://bestpractice.bmj.com/topics/en-gb/258?q=Colorectal%20cancer&c=suggested,Do you have a family history of colorectal cancer or other gastrointestinal cancers?,,,"5.36 in 1,00,000"
C74,Colorectal polyps,All,FALSE,Rectal bleeding,Mucus discharge,Fatigue,Unexplained eight loss,,,Abdomen,,,,,,Have you noticed mucus in your stool?,Do you experience incomplete bowel movements?,Do you have an urgency to pass stool?,,,,,https://bestpractice.bmj.com/topics/en-gb/802,Do you have a family history of colorectal cancer or polyps?,Do you have a first-degree relative with sporadic colorectal cancer?,,,30 to 40 % > 60 years
C75,Common cold,All,FALSE,Sneezing,Discharge,Cough,Fever,Sore throat,Body pain,Nose ,Throat,Larynx,Sinuses,,,"Did your symptoms started suddenly, developed rapidly?","Do you have clear or purulent (thick, yellow/green) nasal discharge?",Have you been exposed to individuals affected by a respiratory illness?,Did your symptoms start during the winter season?,Have you been exposed to cigarette smoke or have been smoking?,,,,https://bestpractice.bmj.com/topics/en-gb/252,,,,23.60%
C76,Common cutaneous drug reaction,All,FALSE,Boils,Itching,Nausea,Vomiting,Abdominal pain,Dizziness,Skin,Abdomen,,,,,"Have you been exposed to a drug/medicine within the last few minutes, hours or anytime during past 2 weeks?",Have you previously taken medication to treat a viral infection?,,,,,,,https://bestpractice.bmj.com/topics/en-gb/368,Have you had a previous exposure and reaction to a drug?,Do you have an HIV infection?,,3%
C77,Common warts,All,FALSE,Wart,Nodular swelling,,,,,Face,Hand,fingers,Elbow,,,Do you have multiple similar smaller skin lesions?,Does the nodular lesion has sharp spikes?,Do the lesion bleed and pain?,"Are the lesions located on your hands, fingers, or around the nails (periungual areas)?","Have you been exposed to water immersion (e.g., frequent water activities)?",Does your occupation involve handling meat or fish?,Do you have a habit of nail biting?,Are you in an immunocompromised state?,https://bestpractice.bmj.com/topics/en-gb/615,,,,7 to 12%
C78,Complex regional pain syndrome,All,FALSE,Pain,,,,,,Limbs,,,,,,"Do you experience persistent, severe pain in a specific limb or body part?",Does the pain change in intensity or location over time?,"Does the pain worsen or burns when you touch the affected area, even lightly?",,,,,,https://bestpractice.bmj.com/topics/en-gb/694?q=Chronic%20pain%20syndromes&c=suggested,,,,5-10%
C79,Contact dermatitis,All,FALSE,Localised burning ,Stinging,Itching,Blistering,Redness,,Face,Upper chest,Forearms,,,,"Did your symptoms have an acute onset(started suddenly, recently)?","Are the affected areas sun-exposed (e.g., face, upper chest, forearms)?",Are you a laborer or a food industry worker?,Do you work as a machine operator or farmer?,Do you work as a cleaner or dry cleaner?,"Are you a florist, beautician, or hairdresser?",Are your symptoms persistent(continuous)?,,https://bestpractice.bmj.com/topics/en-gb/90,Do you have a history of previous episodes of allergic contact dermatitis?,,,20.10%
C80,Corneal abrasions,All,FALSE,Eye pain,Light sensitivity in eye,Irritation in eye,,,,eyes,,,,,,"Do you experience sudden, severe eye pain?",Do you feel a sensation of something being in your eye?,Does the pain worsen when you try to move your eye?,"Have you recently experienced an eye injury, such as a scratch or a foreign object in your eye?",,,,,https://bestpractice.bmj.com/topics/en-gb/500?q=Corneal%20abrasions&c=suggested,Do you wear contact lenses?,,,3/1000
C81,Costochondritis,All,FALSE,Pain in anterior of chest,,,,,,Chest,,,,,,Did you experience a slow onset of anterior chest pain?,Is the chest wall pain exacerbated/increased by certain movements of the chest?,Does the pain worsen with deep breathing?,Is the pain usually unilateral (affecting one side)?,Is there tenderness(pain on touching) in the chest wall?,Have you had recent prolonged coughing?,Have you engaged in repetitive upper-limb movements?,,https://bestpractice.bmj.com/topics/en-gb/300,,,,30%
C82,Crohn's disease,All,FALSE,Pain in abdomen,Diarrhoea ,,,,,Abdomen,,,,,,"Do you have frequent diarrhea, often with blood or mucus from a long time?","Do you experience persistent abdominal pain, cramping, or bloating?",Do you have rashes or lesion near anus?,Do you have fatigue?,,,,,https://bestpractice.bmj.com/topics/en-gb/42?q=Crohn%27s%20disease&c=suggested,Do you smoke cigarettes?,,,0.30%
C83,Croup,All,TRUE,Cough,Barky cough,Difficuty breathing,,,,Chest,,,,,,Did your child’s symptoms start suddenly?,"Does your child have a seal-like, barky cough?",Is your child experiencing stridor (a high-pitched breathing sound)?,Do you notice sternal or intercostal indrawing (chest retractions) in your child?,Is your child’s voice hoarse?,Is your child having difficulty breathing (respiratory distress)?,Are your child’s symptoms worse at night?,,https://bestpractice.bmj.com/topics/en-gb/681,Is your child between 6 months and 6 years old?,Did your child’s symptoms peak in late autumn?,,11%
C84,Cystic fibrosis,All,FALSE,cough,Phlegm,,,,,Chest,,,,,,"Do you have persistent coughing, especially in the mornings?","Do you produce thick, mucus-filled phlegm?",Were you diagnosed with meconium ileus (a blockage of the intestines) or poancreatic problem as a newborn?,Do you have recurring infections ,Does the child has difficulty in gaining weight normally?,l,,,https://bestpractice.bmj.com/topics/en-gb/403?q=Cystic%20fibrosis&c=suggested,Is there any family history of cystic fibrosis,,,1 in 2500 births
C85,Deep vein thrombosis,All,FALSE,Pian in legs,,,,,,legs,,,,,,"Do you have pain or tenderness in your leg, which is crampy?",Is the pain worse when you stand or walk?,Does the pain increase when you gently press on the affected vein?,Have you recently had surgery or been immobilized for a prolonged period?,Do you have a history of blood clots or clotting disorders?,,,,https://bestpractice.bmj.com/topics/en-gb/3000112?q=Deep%20vein%20thrombosis&c=suggested,Do you take birth control pills or hormone replacement therapy?,Do you smoke?,,4%
C86,Delayed puberty males,All,FALSE,,,,,,,,,,,,,,,,,,,,,https://bestpractice.bmj.com/topics/en-gb/1126?q=Delayed%20puberty&c=suggested,,,,
C87,Delayed puberty females,All,FALSE,,,,,,,,,,,,,,,,,,,,,https://bestpractice.bmj.com/topics/en-gb/1126?q=Delayed%20puberty&c=suggested,,,,
C88,Depression - adults,All,FALSE,Low mood ,Lack of interest,Hopelessness,,,,,,,,,,Do you feel low in energy?,Do you feel that your mood is consistently low and that you have lost interest in most activities for at least two weeks?,Have you experienced significant weight loss or gain without intentional changes in diet?,Do you feel restless or agitated?,Do you have trouble sleeping or sleeping too much?,Do you have difficulty concentrating or making decisions?,Do you have thoughts of death or suicide,,https://bestpractice.bmj.com/topics/en-gb/1083?q=Overview%20of%20depression&c=suggested,Are you taking any medications that could cause depression as a side effect?,,,15%
